Fno,Country,Latitude,Longitude
1,IDN,"6,17.349'S","167,28.260'E"
2,IDN,"6,17.337'S","107,28.347'E"
3,IDN,"6,17.167' S","107, 28.282' E"
4,IDN,"6,17.354'S","107,8.324 'E"
5,IDN,"6,18.851'S","107,28.306'E"
6,IDN,"6,18.925'S","107,28.358'E"
7,IDN,"6,18.85'S","107,28.304'E"
8,IDN,"6,18.851'S","107,28.304'E"
9,IDN,"6,18.851'S","107,28.306'E"
10,IDN,"6,18.105'S","107,28.39'E"
